1:There is a God or gods which influence the world:2012-06-24:2012-06-24
2:If we don’t move to green technologies we will destroy the world:2012-06-24:2012-06-24
3:Humans can make a perfect world:2012-06-24:2012-06-24
4:We would be better off if there were no new technologies:2012-06-24:2012-06-24
5:People who suffer natural disasters probably had it coming:2012-06-24:2012-06-24
6:It is better if economies don’t keep growing:2012-06-24:2012-06-24
7:History tells us where we have been to guide where we are going:2012-06-24:2012-06-24
8:It is not wrong to take your own life:2012-06-24:2012-06-24
9:My family is anyone with the same last name:2012-06-24:2012-06-24
10:All human life has value:2012-06-24:2012-06-24
11:Life is a struggle to discover my purpose:2012-06-24:2012-06-24
12:There are some things we can never know:2012-06-24:2012-06-24
13:Heaven is a real place:2012-06-24:2012-06-24
14:The role of a corporation is to maximize shareholder value:2012-06-24:2012-06-24
15:Animals are as intelligent as humans:2012-06-24:2012-06-24
16:Large organizations are always corrupt:2012-06-24:2012-06-24
17:There is a God but He only helps those who help themselves:2012-06-24:2012-06-24
18:Poverty results from poor decisions:2012-06-24:2012-06-24
19:Small scale mining is better than large scale mining:2012-06-24:2012-06-24
20:Kids who are bullied should suck it up or fight back:2012-06-24:2012-06-24
21:We have to act to save the earth:2012-06-24:2012-06-24
22:Laws should reflect the culture:2012-06-24:2012-06-24
23:Things like ‘do not steal’ are always true:2012-06-24:2012-06-24
24:If I had to choose a human or a whale I would choose the whale:2012-06-24:2012-06-24
25:Evil exists and some people are evil:2012-06-24:2012-06-24
26:If we can’t touch\, smell, taste, see or hear it, it doesn’t exist:2012-06-24:2012-06-24
27:Complex things are mostly reliable:2012-06-24:2012-06-24
28:War is always wrong:2012-06-24:2012-06-24
29:God loves me and cares about me:2012-06-24:2012-06-24
30:Human intelligence has not changed over millions of years:2012-06-24:2012-06-24
31:The gods will answer if you ask them properly:2012-06-24:2012-06-24
32:The world is evolved by internal influences:2012-06-24:2012-06-24
33:There is no way of knowing whether anything exists:2012-06-24:2012-06-24
34:I don’t believe horoscopes but read them because you never know:2012-06-24:2012-06-24
35:Humans are really just a plague:2012-06-24:2012-06-24
36:Knowing history is interesting but not important:2012-06-24:2012-06-24
37:People should obey laws even if they think the laws are harmful:2012-06-24:2012-06-24
38:We are responsible to protect the environment:2012-06-24:2012-06-24
39:Life is about the survival of the fittest:2012-06-24:2012-06-24
40:I need my cell phone:2012-06-24:2012-06-24
